QR-Code,,,80AGO264
Sample Code,,,240500323997
Sample Date,,,
Patient Code,,,240500323997
Patient Name,,,
Patient Date of Birth,,,
Assay Date,,,11.07.2024
Test Date,,,11.07.2024
TestBy,,,PF
Approval Date,,,22.07.2024
ApprovalBy,,,Marcel Lackner
Additional Information,,,
Tags,,,herborn
,,,
,,,µg/ml
Ach d,House cricket,Acheta domesticus,7.9699999999999998,,allergen_pro_house_cricket
Aci spp.,Caviar,Acipenseridae,0,,allergen_pro_caviar
Act d,Kiwi,Actinidia deliciosa,0,,allergen_pro_kiwi
Ada d,Baobab,Adansonia digitata,1.0800000000000001,,allergen_pro_baobab
Aga,Agar Agar,"Agarose, Agaropectin",3.52,,allergen_pro_agar_agar
Aga b,White mushroom,Agaricus bisporus,1.1200000000000001,,allergen_pro_white_mushroom
All a,Shallot,Allium ascalonicum,0.60999999999999999,,allergen_pro_shallot
All c,Onion,Allium cepa,0.20999999999999999,,allergen_pro_onion
All p,Leek,Allium porrum,1.51,,allergen_pro_leek
All s,Garlic,Allium sativum,1.53,,allergen_pro_garlic
All sc,Chives,Allium schoenoprasum,1.3799999999999999,,allergen_pro_chives
All u,Wild garlic,Allium ursinum,0.16,,allergen_pro_wild_garlic
Alo v,Aloe,Aloe vera,0,,allergen_pro_aloe
Ama t,Amaranth,Amaranthus spp.,1.3200000000000001,,allergen_pro_amaranth
Ame a,"Tea, black",Amellia assamica,0.44,,"allergen_pro_tea,_black"
Ana c,Pineapple,Ananaso comosus,2.0600000000000001,,allergen_pro_pineapple
Ana o,Cashew,Anacardium occidentale,0,,allergen_pro_cashew
Ana p,Duck,Anas platyrhynchos domestica,0,,allergen_pro_duck
Ane g,Dill,Anethum graveolens,0,,allergen_pro_dill
Ang a,Eel,Anguilla anguilla,0.73999999999999999,,allergen_pro_eel
Api g,Celery Bulb,Apium graveolens,1.3799999999999999,,allergen_pro_celery_bulb
Api g_stalk,Celery Stalk,Apium graveolens Stalk,0.90000000000000002,,allergen_pro_celery_stalk
Api m_honey,Honey,Apis mellifera,5.75,,allergen_pro_honey
Ara h,Peanut,Arachis hypogea,0.5,,allergen_pro_peanut
Arc l,Greater burdock root,Arctium lappa,1.8799999999999999,,allergen_pro_greater_burdock_root
Arm r,Horseradish,Armoracia rusticana,8.5700000000000003,,allergen_pro_horseradish
Aro spp.,Aronia,Aronia spp.,0,,allergen_pro_aronia
Art d,Tarragon,Artemisia dracunculus,0,,allergen_pro_tarragon
Asp n,Aspergillus niger,Aspergillus niger,16.609999999999999,,allergen_pro_aspergillus_niger
Asp o,White asparagus,Asparagus officinalis,7.9299999999999997,,allergen_pro_white_asparagus
Ast a,Noble crayfish,Astacus astacus,1.04,,allergen_pro_noble_crayfish
Ave s,Oat,Avena sativa,2.8100000000000001,,allergen_pro_oat
Bam v,Bamboo sprouts,Bambusa vulgaris,0,,allergen_pro_bamboo_sprouts
Ber e,Brazil nut,Bertholletia excelsa,0.22,,allergen_pro_brazil_nut
Bet vu,Chard,Beta vulgaris spp. vulgaris,0.37,,allergen_pro_chard
Bet vul,Red beet,Beta vulgaris subsp. vulgaris,1.0800000000000001,,allergen_pro_red_beet
Bol e,Boletus,Boletus edulis,0.5,,allergen_pro_boletus
Bos d 4,Cow's milk Bos d 4 * (Alpha-Lactalbumin),Bos domesticus,8.5199999999999996,,allergen_pro_cow's_milk_bos_d_4_(alpha-lactalbumin)
Bos d 5,Cow's milk Bos d 5 * (Beta-Lactoglobulin),Bos domesticus,34.07,,allergen_pro_cow's_milk_bos_d_5_(beta-lactoglobulin)
Bos d 8,Cow's milk Bos d 8 * (Casein),Bos domesticus,33,,allergen_pro_cow's_milk_bos_d_8_(casein)
Bos d_but,Buttermilk,Bos primigenius f. taurus,24.260000000000002,,allergen_pro_buttermilk
Bos d_Ca,Camembert,Bos domesticus Ca,16.170000000000002,,allergen_pro_camembert
Bos d_Em,Emmental,Bos domesticus Em,7.9100000000000001,,allergen_pro_emmental
Bos d_Go,Gouda,Bos domesticus Go,13.34,,allergen_pro_gouda
Bos d_Hue,Cottage cheese,Bos domesticus Hü,21.440000000000001,,allergen_pro_cottage_cheese
Bos d_meat,Beef,Bos domesticus,3.5800000000000001,,allergen_pro_beef
Bos d_milk,Cow's milk,Bos domesticus,30.109999999999999,,allergen_pro_cow's_milk
Bos d_Mo,Mozzarella,Bos domesticus Mo,30.149999999999999,,allergen_pro_mozzarella
Bos d_Pa,Parmesan,Bos domesticus Pa,9.8399999999999999,,allergen_pro_parmesan
Bos d_veal_meat,Veal,Bos domesticus,0,,allergen_pro_veal
Bra n,Rapeseed,Brassica napus,44.140000000000001,,allergen_pro_rapeseed
Bra o,Cabbage,Brassica oleracea var. Capitata,0.39000000000000001,,allergen_pro_cabbage
Bra o_bot,Cauliflower,Brassica oleracea var botrytis,4.7999999999999998,,allergen_pro_cauliflower
Bra o_cap,White cabbage,Brassica oleracea var. capitata,0,,allergen_pro_white_cabbage
Bra o_gem,Brussels sprouts,Brassica oleracea var. gemmifera,0,,allergen_pro_brussels_sprouts
Bra o_gon,Kohlrabi,Brassica oleracea var. gongylodes,2.5899999999999999,,allergen_pro_kohlrabi
Bra o_ita,Broccoli,Brassica oleracea var. italica,0,,allergen_pro_broccoli
Bra o_rom,Romanesco,Brassica oleracea,0,,allergen_pro_romanesco
Bra o_rub,Red cabbage,Brassica oleracea capitata,2.3300000000000001,,allergen_pro_red_cabbage
Bra o_sab,Green cabbage,Brassica oleracea var. sabellica,2.1699999999999999,,allergen_pro_green_cabbage
Bra o_saba,Savoy,Brassica oleracea convar. capitata var. sabauda,8.6600000000000001,,allergen_pro_savoy
Bra r,Turnip,Brassica rapa subsp. rapa,11.869999999999999,,allergen_pro_turnip
Bra ra_chi,Pok-Choi,Brassica rapa spp. chinensis,2.5800000000000001,,allergen_pro_pok-choi
Bra ra_pek,Chinese cabbage,Brassica rapa spp. pekinensis,0,,allergen_pro_chinese_cabbage
Bub b_milk,Buffalo milk,Bubalus bubalis,11.449999999999999,,allergen_pro_buffalo_milk
Cam d,Camel milk,Camelus dromedarius,1.53,,allergen_pro_camel_milk
Cam s,"Tea, green",Camellia sinen,1.1899999999999999,,"allergen_pro_tea,_green"
Can c,Chanterelle,Cantharellus cibarius,5.3200000000000003,,allergen_pro_chanterelle
Can s_seed,Hempseed,Cannabis sativa,0.46000000000000002,,allergen_pro_hempseed
Cap a,Paprika,Capsicum annuum,5.9100000000000001,,allergen_pro_paprika
Cap c,Venison,Capreolus capreolus,0.35999999999999999,,allergen_pro_venison
Cap f,Cayenne pepper,Capsicum frutescens,2.4700000000000002,,allergen_pro_cayenne_pepper
Cap f_chi,Chili (red),Capsicum frutescens,3.6899999999999999,,allergen_pro_chili_(red)
Cap h_cheese,Goat cheese,Capra hircus cheese,18.300000000000001,,allergen_pro_goat_cheese
Cap h_meat,Goat,Capra hircus,0,,allergen_pro_goat
Cap h_milk,Goat milk,Capra hircus,14.359999999999999,,allergen_pro_goat_milk
Cap s,Caper,Capparis spinosa,0.48999999999999999,,allergen_pro_caper
Car c,Caraway,Carum carvi,0.65000000000000002,,allergen_pro_caraway
Car i,Pecan nut,Carya illinoensis,0.65000000000000002,,allergen_pro_pecan_nut
Car p,Papaya,Carica papaya,1.6799999999999999,,allergen_pro_papaya
Car spp.,Cockle,Cardiidae spp.,4.6299999999999999,,allergen_pro_cockle
Car t,Safflower oil,Carthamus tinctorius,0,,allergen_pro_safflower_oil
Cas s,Sweet chestnut,Castanea sativa,6.4000000000000004,,allergen_pro_sweet_chestnut
Cer e,Stag,Cervus elaphus,0.83999999999999997,,allergen_pro_stag
Che q,Quinoa,Chenopodium quinoa,0.67000000000000004,,allergen_pro_quinoa
Chi spp.,Crab,Chionoecetes spp.,0,,allergen_pro_crab
Chl spp.,Chlorella,Chlorella spp.,7.2999999999999998,,allergen_pro_chlorella
Cic a,Chickpea,Cicer arietinus,3.4700000000000002,,allergen_pro_chickpea
Cic e,Endive,Cichorium endiva,0.32000000000000001,,allergen_pro_endive
Cic if,Chicorée,Cichorium intybus var. foliosum,0.34999999999999998,,allergen_pro_chicorée
Cic i_fol,Radicchio,Cichorium intybus var. foliosum,1.6599999999999999,,allergen_pro_radicchio
Cin v,Cinnamon,Cinnamomum verum,0,,allergen_pro_cinnamon
Cit a,Lime,Citrus aurantifolia,3.8799999999999999,,allergen_pro_lime
Cit l,Lemon,Citrus limon,8,,allergen_pro_lemon
Cit la,Watermelon,Citrullus lanatus,0.16,,allergen_pro_watermelon
Cit p,Grapefruit,Citrus paradisi,0,,allergen_pro_grapefruit
Cit r,Tangerine,Citrus reticulata,0,,allergen_pro_tangerine
Cit s,Orange,Citrus sinensis,0.79000000000000004,,allergen_pro_orange
Clu h,Atlantic herring,Clupea harengus,0.14999999999999999,,allergen_pro_atlantic_herring
Coc n,Coconut milk,Cocos nucifera milk,3.0299999999999998,,allergen_pro_coconut_milk
Coc n_nut,Coconut,Cocos nucifera nut,0,,allergen_pro_coconut
Cof a,Coffee,Coffea arabica,0,,allergen_pro_coffee
Col_spp,Kola nut,Cola,2.6899999999999999,,allergen_pro_kola_nut
Con spp.,Curry,Condimentum spp.,0.64000000000000001,,allergen_pro_curry
Cor a_hazel,Hazelnut,Corylus avellana,0.85999999999999999,,allergen_pro_hazelnut
Cor s,Coriander,Coriandrum sativum,0.14000000000000001,,allergen_pro_coriander
Cot c,Quail egg,Coturnix coturnix,1.5900000000000001,,allergen_pro_quail_egg
Cuc m,Melon,Cucumis melo,1.79,,allergen_pro_melon
Cuc met,Kiwano,Cucumis metuliferus,3.5499999999999998,,allergen_pro_kiwano
Cuc m_butternut,Pumpkin Butternut,Cucurbita maxima,6.4000000000000004,,allergen_pro_pumpkin_butternut
Cuc m_hoc,Pumpkin Hokkaido,Cucurbita maxima,2.4900000000000002,,allergen_pro_pumpkin_hokkaido
Cuc p,Pumpkin seed,Cucurbita pepo,0.60999999999999999,,allergen_pro_pumpkin_seed
Cuc pe,Zucchini,Cucurbita pepo,3.0499999999999998,,allergen_pro_zucchini
Cuc s,Cucumber,Cucumis sativus,2.3900000000000001,,allergen_pro_cucumber
Cum c,Cumin,Cuminum cyminum,6.4500000000000002,,allergen_pro_cumin
Cur l,Turmeric,Curcuma longa,2.1000000000000001,,allergen_pro_turmeric
Cym c,Lemongrass,Cymbopogon citratus,0.40000000000000002,,allergen_pro_lemongrass
Cyn c,Artichoke,Cynara cardunculus subsp. scolymus,3.6400000000000001,,allergen_pro_artichoke
Cyp c,Carp,Cyprinus carpio,0.93000000000000005,,allergen_pro_carp
Cyp e,Tigernut,Cyperus esculentus,0.75,,allergen_pro_tigernut
Dau c,Carrot,Daucus carota,2.4399999999999999,,allergen_pro_carrot
Ele c,Cardamom,Elettaria cardamomum,0,,allergen_pro_cardamom
Eng e,European anchovy,Engraulis encrasicolus,0.19,,allergen_pro_european_anchovy
Equ c_meat,Horse,Equus caballus,0.64000000000000001,,allergen_pro_horse
Eru s,Arugula,Eruca sativa,0.27000000000000002,,allergen_pro_arugula
Eso l,Northern pike,Esox lucius,0.27000000000000002,,allergen_pro_northern_pike
Fag e,Buckwheat,Fagopyrum esculentum,0,,allergen_pro_buckwheat
Fic c,Fig,Ficus carica,0.22,,allergen_pro_fig
Fla v,Enoki,Flammulina velutipes,0.79000000000000004,,allergen_pro_enoki
Foe v,Fennel (bulb),Foeniculum vulgare var. azoricum,4.5899999999999999,,allergen_pro_fennel_(bulb)
Fra a,Strawberry,Fragaria ananassa,4.0800000000000001,,allergen_pro_strawberry
Gad m,Atlantic cod,Gadus morhua,0,,allergen_pro_atlantic_cod
Gal d_meat,Chicken,Gallus domesticus,0,,allergen_pro_chicken
Gal d_white,Egg white,Gallus domesticus,22.84,,allergen_pro_egg_white
Gal d_yolk,Egg yolk,Gallus domesticus,5.9199999999999999,,allergen_pro_egg_yolk
Gin b,Ginkgo,Ginkgo biloba,2.7599999999999998,,allergen_pro_ginkgo
Gly m,Soy,Glycine max,0.35999999999999999,,allergen_pro_soy
Hal g,Abalone,Haliotis gigantea,5.1699999999999999,,allergen_pro_abalone
Hel a,Sunflower,Helianthus annuus,1.6399999999999999,,allergen_pro_sunflower
Hib s,Hibiscus,Hibiscus sabdariffa,0,,allergen_pro_hibiscus
Hom g,Lobster,Homarus gammarus,0.5,,allergen_pro_lobster
Hom s LF,Human Lactoferrin,Homo sapiens,0,,allergen_pro_human_lactoferrin
Hor v,Barley,Hordeum vulgare,2.6800000000000002,,allergen_pro_barley
Hor v_malt,Malt (barley),Hordeum vulgar,18.359999999999999,,allergen_pro_malt_(barley)
Hum l,Hops,Humulus lupulus,0,,allergen_pro_hops
IgG_Std1,IgG_Std1,IgG4_1:1000,1.54,,allergen_pro_igg_std1
IgG_Std2,IgG_Std2,IgG4_1:500,4.79,,allergen_pro_igg_std2
IgG_Std3,IgG_Std3,IgG4_1:150,20.239999999999998,,allergen_pro_igg_std3
IgG_Std4,IgG_Std4,IgG4_1:60,36.390000000000001,,allergen_pro_igg_std4
IgG_Std5,IgG_Std5,IgG4_1:10,50.200000000000003,,allergen_pro_igg_std5
Ipo b,Sweet potato,Ipomoea batatas,1.99,,allergen_pro_sweet_potato
Jas o,Jasmine,Jasminum officinale,0,,allergen_pro_jasmine
Jug r_nut,Walnut,Juglans regia,0.68000000000000005,,allergen_pro_walnut
Jun c,Juniper berry,Juniperus communis,0,,allergen_pro_juniper_berry
Lau n,Bay leaf,Laurus nobilis,0,,allergen_pro_bay_leaf
Len c,Lentil,Lens culinaris,2.8900000000000001,,allergen_pro_lentil
Lep m,Maca root,Lepidium meyenii,1.01,,allergen_pro_maca_root
Lep s,Watercress,Lepidium sativum,0.51000000000000001,,allergen_pro_watercress
Lin u,Linseed,Linum usitatissimum,0,,allergen_pro_linseed
Lit c,Lychee,Litchi chinesis,0,,allergen_pro_lychee
Lit s,Shrimp mix,"L. setiferus, F. aztecus., F.dourarum",1.1299999999999999,,allergen_pro_shrimp_mix
Loc m,Migratory locust,Locusta migratoria,3.1499999999999999,,allergen_pro_migratory_locust
Lol spp.,Squid,Loligo spp.,1.02,,allergen_pro_squid
Lop p,Monkfish,Lophius piscatoris,0.77000000000000002,,allergen_pro_monkfish
Lup a,Lupine seed,Lupinus albus,0,,allergen_pro_lupine_seed
Mac inte,Macadamia,Macadamia integrifolia,0.19,,allergen_pro_macadamia
Mal d,Apple,Malus domestica,0,,allergen_pro_apple
Man e,Tapioca,Manihot esculenta,0.67000000000000004,,allergen_pro_tapioca
Man i,Mango,Mangifera indica,0,,allergen_pro_mango
Mat c,Chamomile,Matricaria chamomillae,1.3300000000000001,,allergen_pro_chamomile
Mel a,Haddock,Melanogrammus aeglefinus,2.73,,allergen_pro_haddock
Mel g,Turkey,Meleagris gallopavo,1.1299999999999999,,allergen_pro_turkey
Men p,Peppermint,Mentha piperitat,4.96,,allergen_pro_peppermint
Mer c,Hake,Merluccius capensis,0.57999999999999996,,allergen_pro_hake
Mor o,Moringa,Moringa Oleifera,0.46000000000000002,,allergen_pro_moringa
Mor spp._berry,Mulberry,Morus spp.,0,,allergen_pro_mulberry
Mus a,Banana,Musa acuminata,0,,allergen_pro_banana
Myr f,Nutmeg,Myristica fragans,0,,allergen_pro_nutmeg
Myt e,Common mussel,Mytilus edulis,5.3600000000000003,,allergen_pro_common_mussel
Nep c,Mint,Nepeta catania,1.99,,allergen_pro_mint
Oci b,Basil,Ocimum basilicum,10.4,,allergen_pro_basil
Oct v,Octopus,Octopus vulgaris,1.6699999999999999,,allergen_pro_octopus
Ole_fruit,Olive,Olea Europaea,2.e-002,,allergen_pro_olive
Onc m,Trout,Oncorhynchus mykiss,0.60999999999999999,,allergen_pro_trout
Ori m,Majoram,Origanum majorana,3.5099999999999998,,allergen_pro_majoram
Ori v,Oregano,Origanum vulgare,0,,allergen_pro_oregano
Ory s,Rice,Oryza sativa,2.8999999999999999,,allergen_pro_rice
Ory_meat,Rabbit,Oryctolagus spp.,0,,allergen_pro_rabbit
Ost e,Oyster,Ostrea edulis,3.8100000000000001,,allergen_pro_oyster
Ovi a_cheese,Sheep cheese,Ovis aries Cheese,12.109999999999999,,allergen_pro_sheep_cheese
Ovi a_meat,Lamb,Ovis aries,0,,allergen_pro_lamb
Ovi a_milk,Sheep milk,Ovis aries,22.440000000000001,,allergen_pro_sheep_milk
Pan b,Northern prawn,Pandalus borealis,0,,allergen_pro_northern_prawn
Pan g,Ginseng,Panax ginseng,1.22,,allergen_pro_ginseng
Pan m,Millet,Panicum miliaceum,0.47999999999999998,,allergen_pro_millet
Pap s,Poppyseed,Papaver somniferum,0,,allergen_pro_poppyseed
Pas e,Passion fruit,Passiflora edulis,0,,allergen_pro_passion_fruit
Pas s,Parsnip,Pastinaca sativa,0.59999999999999998,,allergen_pro_parsnip
Pau c,Guarana,Paullinia cupana,3.8100000000000001,,allergen_pro_guarana
Pec spp.,Scallop,Pecten spp.,2.3300000000000001,,allergen_pro_scallop
Pers a,Avocado,Persea americana,6.25,,allergen_pro_avocado
Pet c,Parsley,Petroselinum crispum,0.71999999999999997,,allergen_pro_parsley
Pha spp.,Razor shell,Pharidae spp.,3.0499999999999998,,allergen_pro_razor_shell
Pha v,White bean,Phaseolus vulgaris,0,,allergen_pro_white_bean
Pha v_green,Green bean,Phaseolus vulgaris,1.1000000000000001,,allergen_pro_green_bean
Pho d_fruit,Date,Phoenix dactylifera,0,,allergen_pro_date
Phy p,Physalis,Physalis peruviana,0.83999999999999997,,allergen_pro_physalis
Pim a,Anise,Pimpinella anisum,1.6100000000000001,,allergen_pro_anise
Pin k,Pine nut,Pinus koreanis,1.9099999999999999,,allergen_pro_pine_nut
Pip n,Pepper (black/white/green/red/yellow),Piper nigrum,1.01,,allergen_pro_pepper_(black/white/green/red/yellow)
Pis s,Pea,Pisum sativum,0,,allergen_pro_pea
Pis s_conv,Sugar pea,Pisum sativum subsp. sativum convar. axiphium,0,,allergen_pro_sugar_pea
Pis v,Pistachio,Pistacia vera,0,,allergen_pro_pistachio
Ple e,French horn mushroom,Pleurotus eryngii,0.59999999999999998,,allergen_pro_french_horn_mushroom
Ple o,Oyster mushroom,Pleurotus ostreatus,0,,allergen_pro_oyster_mushroom
Ple p,European plaice,Pleuronectes platessa,0,,allergen_pro_european_plaice
Pru ar,Apricot,Prunus armeniaca,6.7400000000000002,,allergen_pro_apricot
Pru av,Cherry,Prunus avium,2.48,,allergen_pro_cherry
Pru do,Plum,Prunus domestica,3.77,,allergen_pro_plum
Pru du,Almond,Prunus dulcis,0.57999999999999996,,allergen_pro_almond
Pru du_milk,Almond milk,Prunus dulcis milk,8.9999999999999997e-002,,allergen_pro_almond_milk
Pru p,Peach,Prunus persica,0,,allergen_pro_peach
Pru p_nuc,Nectarine,Prunus persica var. nucipersica,5.6699999999999999,,allergen_pro_nectarine
Pun g,Pomegranate,Punica granatum,0.53000000000000003,,allergen_pro_pomegranate
Pyr c,Pear,Pyrus communis,0.22,,allergen_pro_pear
Pyr y,Nori,Pyropia yezoensis Pyropia tenera,3.3399999999999999,,allergen_pro_nori
Raj c,Thornback Ray,Raja clavata,0.12,,allergen_pro_thornback_ray
Rap s,Radish,Raphanus sativus v. sativus,4.4400000000000004,,allergen_pro_radish
Rib g,Gooseberry,Ribes grossularia,0,,allergen_pro_gooseberry
Rib r,Red currant,Ribes rubrum,0,,allergen_pro_red_currant
Ros o,Rosmary,Rosmarinus officinalis,0,,allergen_pro_rosmary
Rub f,Blackberry,Rubus fruticosus,0,,allergen_pro_blackberry
Rub i,Raspberry,Rubus idaeus,0,,allergen_pro_raspberry
Rud spp.,Venus clam,Ruditapes spp.,6.79,,allergen_pro_venus_clam
Sac c,Baker's yeast,Sacccaromyces cerevisiae,12.300000000000001,,allergen_pro_baker's_yeast
Sac o,Cane sugar,Saccharum officinarum,4.3600000000000003,,allergen_pro_cane_sugar
Sac u,Brewer's yeast,Saccharomyces uvarum,4.0499999999999998,,allergen_pro_brewer's_yeast
Sal h,Chia seed,Salvia hispanica,4.3600000000000003,,allergen_pro_chia_seed
Sal o,Sage,Salvia officinalis,0,,allergen_pro_sage
Sal s,Salmon,Salmo salar,0,,allergen_pro_salmon
Sam f,Elderflower,Sambucus nigra,0,,allergen_pro_elderflower
Sam n,Elderberry,Sambucus nigra,2.1800000000000002,,allergen_pro_elderberry
Sar p,European pilchard,Sardina pilchardus,0,,allergen_pro_european_pilchard
Sco m,Turbot,Scophtalmus maximus,1.6899999999999999,,allergen_pro_turbot
Sco s,Mackerel,Scomber scombrus,0,,allergen_pro_mackerel
Seb m,Atlantic redfish,Sebastes marinus,0.28000000000000003,,allergen_pro_atlantic_redfish
Sec c_flour,Rye,Secale cereale,2.7799999999999998,,allergen_pro_rye
Sep spp.,Sepia,Sepiida spp.,0,,allergen_pro_sepia
Ses i,Sesame,Sesamum indicum,3.96,,allergen_pro_sesame
Sin,Mustard,Sinapis alba,15.83,,allergen_pro_mustard
Sma s,Yacón root,Smallanthus sonchifolius,5.5199999999999996,,allergen_pro_yacón_root
Sol m,Eggplant,Solanum melongena,2.0899999999999999,,allergen_pro_eggplant
Sol s,Sole,Solea solea,0.40000000000000002,,allergen_pro_sole
Sol t,Potato,Solanum tuberosum,3.8999999999999999,,allergen_pro_potato
Sola l,Tomato,Solanum lycopersicum,18.609999999999999,,allergen_pro_tomato
Spa a,Gilt-head bream,Sparus aurata,0,,allergen_pro_gilt-head_bream
Spi o,Spinach,Spinacia oleracea,0.63,,allergen_pro_spinach
Spi spp.,Spirulina,Spirullina spp.,0.5,,allergen_pro_spirulina
Str c,Ostrich,Struthio camelus,0,,allergen_pro_ostrich
Str m,"M-Transglutaminase, meat glue",Streptomyces moboransis,24.640000000000001,,"allergen_pro_m-transglutaminase,_meat glue"
Sus d_meat,Pork,Sus domesticus,0.45000000000000001,,allergen_pro_pork
Sus s_meat,Boar,Sus scrofa,0.10000000000000001,,allergen_pro_boar
Syz a,Clove,Syzgium aromaticum,1.3200000000000001,,allergen_pro_clove
Tam i,Tamarind,Tamarindus indica,0.46999999999999997,,allergen_pro_tamarind
Tar v,Dandelion root,Taraxacum vulgare,0.84999999999999998,,allergen_pro_dandelion_root
Ten m,Mealworm,Tenebrio molitor,2.9199999999999999,,allergen_pro_mealworm
The c,Cocoa,Theobroma cacao,0.77000000000000002,,allergen_pro_cocoa
Thu a,Tuna,Thunnus albacares,0.58999999999999997,,allergen_pro_tuna
Thy v,Thyme,Thymus vulgaris,4.2199999999999998,,allergen_pro_thyme
Tri a,Wheat,Triticum aestivum,10.460000000000001,,allergen_pro_wheat
Tri a Gliadin,Wheat gliadin,Triticum aestivum,5.3399999999999999,,allergen_pro_wheat_gliadin
Tri ae,Gluten,Triticum aestivum,10.51,,allergen_pro_gluten
Tri a_bran,Wheat bran,Triticum aestivum,7.8600000000000003,,allergen_pro_wheat_bran
Tri a_grass,Wheatgrass,Triticum aestivum G,2.96,,allergen_pro_wheatgrass
Tri d,Emmer,Triticum dicoccum,9.1400000000000006,,allergen_pro_emmer
Tri du,Durum,Triticum durum,9.1500000000000004,,allergen_pro_durum
Tri fo,Fenugreek,Trigonella foenum-graecum,0.40999999999999998,,allergen_pro_fenugreek
Tri m,Einkorn,Triticum monococcum,13.369999999999999,,allergen_pro_einkorn
Tri p,Polish wheat,Triticum polonicum,13.06,,allergen_pro_polish_wheat
Tri s,Spelt,Triticum spelta,7.1600000000000001,,allergen_pro_spelt
Und p,Wakame,Undaria pinnatifida,0.85999999999999999,,allergen_pro_wakame
Urt d_leaf,Nettle leaves,Urtica dioica,3.6299999999999999,,allergen_pro_nettle_leaves
Vac m,Blueberry,Vaccinium myrtillus,1.1699999999999999,,allergen_pro_blueberry
Vac m_cra,Cranberry,Vaccinium macrocarpon,0,,allergen_pro_cranberry
Val l,Lamb's lettuce,Valerianella locusta,0.46000000000000002,,allergen_pro_lamb's_lettuce
Van p,Vanilla,Vanilla planifolia,0.26000000000000001,,allergen_pro_vanilla
Vig r,Mung bean,Vigna radiata,1.04,,allergen_pro_mung_bean
Vit v,Grape,Vitis vinifera,0,,allergen_pro_grape
Vit v_ros,Raisin,Vitis vinifera,0,,allergen_pro_raisin
Xip g,Swordfish,Xiphias gladius,0,,allergen_pro_swordfish
Zea m,Corn,Zea mays,1.1100000000000001,,allergen_pro_corn
Zin o,Ginger,Zingiber officinale,0.51000000000000001,,allergen_pro_ginger
,,,,,
Guide Dots (Average),,,18.170000000000002
